                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                 1.5699,                   2.09,                 2.0179,                0.44011,                0.74715,                0.52431,                0.41808,                 1.7987,                 1.7699,                 1.6503,             0.00073202,             0.00073202,             0.00073202
                     61,                  1.581,                 2.0426,                 2.0473,                 0.5325,                0.62734,                0.56558,                0.44979,                 1.7614,                   1.81,                 1.6555,             0.00072902,             0.00072902,             0.00072902
                     62,                  1.545,                 2.0139,                 2.0099,                0.48857,                0.71617,                0.58451,                 0.4793,                 1.6103,                 1.7255,                 1.6193,             0.00072602,             0.00072602,             0.00072602
                     63,                 1.4471,                 2.0165,                 1.9666,                0.55224,                 0.6689,                0.58867,                0.47845,                 1.7396,                 1.7792,                 1.6488,             0.00072302,             0.00072302,             0.00072302
                     64,                 1.5224,                 2.0853,                 1.9696,                0.46102,                 0.7407,                0.57745,                0.44782,                 1.8843,                 1.9969,                   1.65,             0.00072002,             0.00072002,             0.00072002
                     65,                 1.5486,                 2.0235,                 2.0244,                0.45669,                0.61934,                0.52088,                0.41118,                 1.7863,                 1.7296,                 1.5581,             0.00071702,             0.00071702,             0.00071702
                     66,                 1.4517,                 1.9493,                 1.9745,                0.47726,                0.57382,                0.49079,                0.39149,                 1.7211,                 1.7756,                 1.5755,             0.00071402,             0.00071402,             0.00071402
                     67,                 1.4621,                 2.0199,                 1.9698,                 0.4172,                0.64708,                0.51958,                0.41825,                   1.67,                 1.6422,                  1.543,             0.00071102,             0.00071102,             0.00071102
                     68,                 1.5227,                 1.9761,                 1.9629,                0.43293,                0.66261,                0.53334,                0.42825,                 1.7103,                 1.6634,                 1.6204,             0.00070802,             0.00070802,             0.00070802
                     69,                   1.51,                  1.968,                 1.9726,                0.52997,                0.64958,                0.58224,                 0.4728,                 1.7585,                 1.8148,                 1.6037,             0.00070502,             0.00070502,             0.00070502
                     70,                 1.4813,                 1.9597,                 1.9549,                 0.5006,                0.65851,                0.57336,                0.46727,                 1.5801,                 1.6096,                 1.5818,             0.00070202,             0.00070202,             0.00070202
                     71,                 1.4964,                 1.8795,                 1.9628,                0.44864,                0.68946,                0.52748,                0.42444,                 1.5963,                 1.6571,                 1.5257,             0.00069902,             0.00069902,             0.00069902
                     72,                 1.4659,                 1.9274,                 1.9165,                0.39995,                0.75088,                0.53573,                 0.4291,                  1.771,                 1.8847,                 1.5988,             0.00069602,             0.00069602,             0.00069602
                     73,                 1.4917,                 1.8944,                 1.9634,                0.52576,                0.71442,                0.60908,                0.47091,                  1.884,                 1.7165,                 1.5636,             0.00069302,             0.00069302,             0.00069302
                     74,                 1.5157,                 1.8763,                  1.899,                0.59551,                0.55634,                 0.6346,                0.52901,                 1.5516,                 1.5506,                 1.5051,             0.00069002,             0.00069002,             0.00069002
                     75,                 1.4247,                 1.8472,                 1.9299,                0.51694,                0.59323,                0.55225,                0.44988,                 1.5153,                 1.6145,                 1.5466,             0.00068702,             0.00068702,             0.00068702
